claim_amount,client_age,type_of_policy,car_brand,car_model,car_year,type_of_accident,user_type,total_activities,throughput_duration_days,First Notification of Loss (FNOL),Assign Claim,Claim Decision,Set Reserve,Payment Sent,Close Claim,State
1572,59,2,6,1,2021,0,1,6,33,1,2,3,4,5,6,0
1463,18,0,2,2,2022,0,0,6,30,1,2,3,4,5,6,0
2123,53,0,1,4,2012,0,1,6,33,1,2,3,4,5,6,0
4776,21,0,1,4,2012,0,0,6,35,1,2,3,4,5,6,0
1916,52,2,2,2,2015,3,0,6,41,1,2,3,4,5,6,0
8573,77,2,3,3,2013,2,0,6,33,1,2,3,4,5,6,0
6381,27,2,0,5,2018,0,0,6,29,1,2,3,4,5,6,0
2770,80,1,4,6,2014,2,0,6,29,1,2,3,4,5,6,0
7695,59,0,5,0,2013,2,0,6,35,1,2,3,4,5,6,0
1718,36,0,6,1,2022,1,0,6,37,1,2,3,4,5,6,0
6597,80,1,1,4,2018,1,1,6,36,1,2,3,4,5,6,0
4663,25,2,1,4,2020,1,1,6,46,1,2,3,4,5,6,0
7399,26,1,2,2,2014,1,0,6,33,1,2,3,4,5,6,0
3589,19,1,0,5,2013,1,0,6,34,1,2,3,4,5,6,0
8435,64,2,5,0,2020,1,0,6,37,1,2,3,4,5,6,0
6156,40,0,4,6,2012,2,0,6,43,1,2,3,4,5,6,0
7291,83,2,3,3,2022,2,0,6,38,1,2,3,4,5,6,0
8050,48,1,6,1,2020,3,1,6,35,1,2,3,4,5,6,0
1201,77,2,5,0,2015,0,0,6,33,1,2,3,4,5,6,0
5164,81,2,1,4,2019,1,0,6,38,1,2,3,4,5,6,0
2444,21,1,2,2,2010,1,0,6,38,1,2,3,4,5,6,0
8879,23,0,1,4,2022,3,0,6,30,1,2,3,4,5,6,0
2712,29,0,6,1,2020,2,1,6,38,1,2,3,4,5,6,0
3012,63,1,4,6,2017,3,0,6,37,1,2,3,4,5,6,0
5982,45,1,2,2,2011,3,0,6,36,1,2,3,4,5,6,0
3438,30,2,0,5,2020,1,1,6,36,1,2,3,4,5,6,0
4513,19,1,1,4,2011,0,0,6,32,1,2,3,4,5,6,0
3132,39,0,4,6,2014,1,0,6,40,1,2,3,4,5,6,0
3083,33,2,1,4,2017,1,0,6,35,1,2,3,4,5,6,0
4428,38,0,1,4,2018,2,0,6,33,1,2,3,4,5,6,0
1045,83,0,4,6,2019,0,0,6,34,1,2,3,4,5,6,0
4462,61,2,4,6,2020,2,0,6,39,1,2,3,4,5,6,0
6149,33,1,3,3,2021,0,1,6,30,1,2,3,4,5,6,0
7058,61,1,6,1,2021,0,0,6,35,1,2,3,4,5,6,0
7115,24,0,3,3,2010,3,1,6,35,1,2,3,4,5,6,0
3237,31,1,6,1,2013,2,0,6,35,1,2,3,4,5,6,0
2389,57,1,1,4,2013,0,0,6,33,1,2,3,4,5,6,0
6298,23,0,4,6,2020,1,0,6,34,1,2,3,4,5,6,0
1863,55,0,1,4,2019,1,1,6,28,1,2,3,4,5,6,0
4582,30,0,0,5,2018,2,1,6,31,1,2,3,4,5,6,0
6566,38,0,0,5,2013,3,1,6,35,1,2,3,4,5,6,0
1548,68,1,0,5,2014,0,0,6,37,1,2,3,4,5,6,0
4991,67,0,0,5,2011,1,1,6,33,1,2,3,4,5,6,0
8542,62,1,5,0,2010,3,1,6,34,1,2,3,4,5,6,0
7957,77,1,2,2,2011,2,0,6,36,1,2,3,4,5,6,0
3327,64,0,6,1,2014,0,0,6,28,1,2,3,4,5,6,0
2735,24,0,4,6,2014,1,1,6,43,1,2,3,4,5,6,0
5046,41,1,1,4,2018,0,0,6,37,1,2,3,4,5,6,0
3491,71,2,3,3,2011,3,1,6,31,1,2,3,4,5,6,0
1372,83,0,6,1,2014,0,0,6,33,1,2,3,4,5,6,0
4653,63,0,6,1,2016,2,1,6,32,1,2,3,4,5,6,0
6927,61,1,4,6,2012,1,1,6,35,1,2,3,4,5,6,0
8112,71,0,0,5,2017,0,1,6,32,1,2,3,4,5,6,0
3010,64,2,1,4,2021,3,0,6,31,1,2,3,4,5,6,0
8254,48,1,0,5,2018,2,1,6,33,1,2,3,4,5,6,0
5504,85,1,3,3,2012,3,0,6,29,1,2,3,4,5,6,0
5330,65,2,5,0,2016,1,0,6,43,1,2,3,4,5,6,0
2816,52,1,2,2,2016,2,0,6,34,1,2,3,4,5,6,0
4065,50,1,6,1,2018,2,1,6,34,1,2,3,4,5,6,0
6968,28,1,5,0,2016,0,0,6,35,1,2,3,4,5,6,0
7752,36,2,3,3,2017,2,0,6,28,1,2,3,4,5,6,0
4723,69,2,6,1,2018,3,1,6,31,1,2,3,4,5,6,0
3600,24,0,1,4,2019,2,1,6,26,1,2,3,4,5,6,0
3629,49,2,5,0,2020,0,0,6,39,1,2,3,4,5,6,0
9090,22,0,5,0,2012,2,0,6,34,1,2,3,4,5,6,0
4308,25,1,5,0,2022,2,0,6,33,1,2,3,4,5,6,0
1121,69,1,5,0,2017,2,1,6,46,1,2,3,4,5,6,0
9418,35,1,5,0,2017,2,0,6,32,1,2,3,4,5,6,0
3621,82,2,6,1,2021,1,1,6,36,1,2,3,4,5,6,0
6301,60,2,1,4,2021,2,0,6,32,1,2,3,4,5,6,0
7073,67,0,2,2,2010,3,0,6,36,1,2,3,4,5,6,0
9011,85,0,4,6,2014,3,0,6,40,1,2,3,4,5,6,0
2544,23,0,6,1,2012,3,0,6,36,1,2,3,4,5,6,0
3704,71,1,3,3,2013,0,0,6,33,1,2,3,4,5,6,0
6630,60,0,2,2,2017,0,1,6,34,1,2,3,4,5,6,0
1146,62,0,6,1,2021,3,0,6,44,1,2,3,4,5,6,0
7714,42,1,6,1,2016,1,0,6,34,1,2,3,4,5,6,0
2473,34,2,0,5,2021,0,1,6,36,1,2,3,4,5,6,0
9680,64,0,4,6,2021,2,0,6,35,1,2,3,4,5,6,0
5978,60,0,5,0,2017,2,0,6,33,1,2,3,4,5,6,0
5071,77,1,5,0,2011,3,1,6,37,1,2,3,4,5,6,0
2572,31,2,3,3,2019,1,0,6,35,1,2,3,4,5,6,0
3425,73,2,4,6,2022,3,1,6,35,1,2,3,4,5,6,0
4376,82,0,6,1,2021,1,1,6,42,1,2,3,4,5,6,0
2073,48,2,4,6,2016,1,0,6,41,1,2,3,4,5,6,0
6054,53,2,2,2,2016,3,0,6,31,1,2,3,4,5,6,0
8080,59,2,2,2,2022,3,0,6,45,1,2,3,4,5,6,0
7225,20,2,1,4,2014,0,0,6,40,1,2,3,4,5,6,0
3167,64,2,4,6,2021,3,1,6,44,1,2,3,4,5,6,0
7051,65,2,4,6,2014,3,0,6,31,1,2,3,4,5,6,0
6894,56,1,6,1,2020,0,0,6,32,1,2,3,4,5,6,0
7313,32,2,5,0,2019,1,0,6,31,1,2,3,4,5,6,0
4224,36,0,2,2,2010,1,1,6,39,1,2,3,4,5,6,0
4989,77,2,1,4,2011,1,0,6,31,1,2,3,4,5,6,0
8969,33,2,2,2,2020,3,1,6,27,1,2,3,4,5,6,0
6203,29,2,5,0,2010,3,0,6,32,1,2,3,4,5,6,0
4684,83,1,5,0,2010,1,0,6,36,1,2,3,4,5,6,0
6093,47,2,1,4,2022,2,0,6,40,1,2,3,4,5,6,0
2825,31,1,4,6,2020,3,1,6,31,1,2,3,4,5,6,0
5412,69,1,5,0,2016,0,0,6,33,1,2,3,4,5,6,0
1106,55,2,0,5,2015,2,1,6,35,1,2,3,4,5,6,0
7714,44,0,2,2,2020,1,1,6,38,1,2,3,4,5,6,0
3940,45,1,3,3,2017,2,0,6,30,1,2,3,4,5,6,0
2542,67,1,2,2,2014,2,0,6,36,1,2,3,4,5,6,0
1932,21,0,2,2,2022,3,0,6,38,1,2,3,4,5,6,0
3189,65,1,2,2,2011,2,1,6,33,1,2,3,4,5,6,0
7627,27,1,1,4,2022,2,0,6,31,1,2,3,4,5,6,0
3108,56,0,4,6,2018,3,1,6,27,1,2,3,4,5,6,0
4970,38,2,5,0,2020,0,1,6,36,1,2,3,4,5,6,0
4832,19,1,1,4,2012,2,0,6,38,1,2,3,4,5,6,0
4693,27,1,5,0,2018,1,1,6,34,1,2,3,4,5,6,0
3351,56,1,4,6,2010,1,0,6,36,1,2,3,4,5,6,0
1063,33,1,3,3,2013,0,1,6,31,1,2,3,4,5,6,0
6475,76,1,5,0,2010,3,0,6,25,1,2,3,4,5,6,0
8013,64,2,5,0,2018,1,0,6,32,1,2,3,4,5,6,0
3878,84,2,6,1,2010,3,1,6,43,1,2,3,4,5,6,0
5150,24,0,1,4,2020,1,0,6,40,1,2,3,4,5,6,0
1981,42,2,0,5,2015,3,0,6,39,1,2,3,4,5,6,0
2296,18,2,5,0,2018,0,1,6,33,1,2,3,4,5,6,0
2980,28,1,5,0,2022,1,1,6,36,1,2,3,4,5,6,0
9950,25,0,3,3,2019,2,0,6,36,1,2,3,4,5,6,0
2733,24,2,2,2,2014,2,1,6,33,1,2,3,4,5,6,0
2284,43,1,5,0,2021,2,0,6,36,1,2,3,4,5,6,0
1656,22,0,5,0,2012,0,0,6,32,1,2,3,4,5,6,0
5248,63,1,2,2,2022,1,1,6,38,1,2,3,4,5,6,0
2642,78,0,2,2,2010,1,0,6,32,1,2,3,4,5,6,0
8265,31,1,3,3,2021,0,0,6,36,1,2,3,4,5,6,0
4295,75,1,2,2,2011,2,1,6,28,1,2,3,4,5,6,0
2175,21,1,2,2,2019,3,1,6,34,1,2,3,4,5,6,0
2545,38,1,4,6,2013,1,0,6,44,1,2,3,4,5,6,0
9460,37,1,2,2,2015,0,0,6,41,1,2,3,4,5,6,0
9092,82,1,4,6,2022,3,0,6,34,1,2,3,4,5,6,0
2212,38,0,6,1,2012,0,0,6,31,1,2,3,4,5,6,0
3407,56,1,1,4,2011,2,1,6,31,1,2,3,4,5,6,0
2363,55,1,2,2,2022,3,1,6,32,1,2,3,4,5,6,0
1692,35,0,6,1,2013,1,0,6,26,1,2,3,4,5,6,0
9886,47,0,1,4,2021,0,0,6,34,1,2,3,4,5,6,0
8382,64,2,3,3,2014,1,0,6,31,1,2,3,4,5,6,0
2476,54,1,3,3,2010,0,0,6,33,1,2,3,4,5,6,0
6664,77,2,2,2,2022,3,0,6,33,1,2,3,4,5,6,0
4937,69,0,1,4,2015,2,0,6,40,1,2,3,4,5,6,0
1766,54,0,5,0,2019,2,1,6,33,1,2,3,4,5,6,0
7831,80,2,4,6,2012,1,0,6,33,1,2,3,4,5,6,0
4418,70,2,4,6,2011,0,1,6,36,1,2,3,4,5,6,0
7476,20,2,3,3,2012,0,0,6,31,1,2,3,4,5,6,0
5847,68,1,0,5,2013,3,0,6,31,1,2,3,4,5,6,0
8355,34,2,1,4,2022,3,0,6,34,1,2,3,4,5,6,0
7783,62,0,5,0,2012,3,1,6,38,1,2,3,4,5,6,0
8607,83,1,5,0,2017,0,0,6,35,1,2,3,4,5,6,0
3512,77,2,3,3,2010,3,0,6,24,1,2,3,4,5,6,0
8325,64,2,2,2,2017,0,1,6,34,1,2,3,4,5,6,0
1105,20,2,5,0,2022,3,0,6,37,1,2,3,4,5,6,0
9341,28,0,2,2,2015,2,0,6,37,1,2,3,4,5,6,0
9507,79,1,2,2,2011,2,0,6,34,1,2,3,4,5,6,0
2351,70,0,1,4,2016,1,0,6,37,1,2,3,4,5,6,0
6585,37,0,6,1,2021,3,1,6,32,1,2,3,4,5,6,0
3709,40,2,5,0,2015,3,0,6,24,1,2,3,4,5,6,0
1441,33,1,4,6,2017,3,1,6,21,1,2,3,4,5,6,0
4953,64,1,2,2,2014,2,0,6,37,1,2,3,4,5,6,0
2371,65,1,6,1,2022,0,1,6,32,1,2,3,4,5,6,0
1657,25,1,5,0,2010,2,0,6,43,1,2,3,4,5,6,0
6479,19,0,3,3,2016,0,0,6,37,1,2,3,4,5,6,0
6947,57,1,0,5,2015,2,0,6,42,1,2,3,4,5,6,0
4417,56,1,6,1,2020,0,1,6,37,1,2,3,4,5,6,0
3896,73,1,6,1,2022,1,0,6,34,1,2,3,4,5,6,0
6522,47,1,4,6,2015,2,0,6,32,1,2,3,4,5,6,0
4402,44,0,2,2,2019,2,1,6,34,1,2,3,4,5,6,0
8051,59,2,1,4,2020,0,0,6,37,1,2,3,4,5,6,0
8912,73,0,4,6,2013,3,1,6,37,1,2,3,4,5,6,0
2131,80,2,6,1,2022,0,0,6,38,1,2,3,4,5,6,0
5356,69,1,0,5,2022,0,0,6,33,1,2,3,4,5,6,0
3822,18,2,3,3,2015,3,1,6,37,1,2,3,4,5,6,0
8200,56,0,2,2,2011,3,0,6,35,1,2,3,4,5,6,0
3108,44,2,3,3,2017,0,0,6,42,1,2,3,4,5,6,0
8532,33,0,3,3,2017,0,1,6,42,1,2,3,4,5,6,0
8616,47,0,3,3,2020,1,0,6,27,1,2,3,4,5,6,0
6202,64,2,3,3,2022,2,1,6,33,1,2,3,4,5,6,0
2914,58,0,6,1,2018,3,0,6,38,1,2,3,4,5,6,0
3141,61,2,6,1,2014,1,1,6,30,1,2,3,4,5,6,0
1691,83,1,6,1,2014,3,1,6,26,1,2,3,4,5,6,0
1485,46,2,0,5,2010,3,1,6,25,1,2,3,4,5,6,0
7746,29,0,1,4,2017,0,0,6,39,1,2,3,4,5,6,0
9000,60,0,1,4,2014,3,0,6,29,1,2,3,4,5,6,0
4814,34,2,6,1,2022,2,0,6,38,1,2,3,4,5,6,0
6792,82,1,1,4,2010,3,0,6,29,1,2,3,4,5,6,0
4700,24,0,2,2,2018,0,1,6,32,1,2,3,4,5,6,0
8983,84,1,4,6,2015,3,1,6,32,1,2,3,4,5,6,0
1083,40,2,3,3,2018,1,1,6,35,1,2,3,4,5,6,0
1451,60,2,4,6,2011,2,0,6,32,1,2,3,4,5,6,0
1575,66,1,2,2,2010,3,0,6,40,1,2,3,4,5,6,0
7331,65,1,5,0,2018,0,1,6,31,1,2,3,4,5,6,0
5712,68,1,1,4,2022,1,1,6,32,1,2,3,4,5,6,0
2032,47,0,1,4,2014,1,0,6,28,1,2,3,4,5,6,0
7333,83,1,2,2,2010,1,0,6,38,1,2,3,4,5,6,0
4340,50,2,2,2,2022,1,0,6,39,1,2,3,4,5,6,0
7060,24,1,1,4,2011,1,0,6,31,1,2,3,4,5,6,0
5970,23,0,4,6,2013,2,0,6,36,1,2,3,4,5,6,0
3522,78,2,6,1,2019,3,1,6,28,1,2,3,4,5,6,0
2877,66,0,2,2,2010,3,0,6,40,1,2,3,4,5,6,0
3210,71,2,5,0,2013,0,1,6,42,1,2,3,4,5,6,0
5053,42,1,2,2,2019,3,1,6,34,1,2,3,4,5,6,0
9857,41,2,1,4,2012,2,0,6,36,1,2,3,4,5,6,0
3158,38,1,2,2,2019,2,0,6,42,1,2,3,4,5,6,0
3446,24,2,6,1,2017,1,0,6,32,1,2,3,4,5,6,0
3964,76,0,4,6,2021,0,1,6,35,1,2,3,4,5,6,0
3126,57,0,6,1,2010,2,0,6,28,1,2,3,4,5,6,0
4474,35,0,1,4,2015,1,1,6,34,1,2,3,4,5,6,0
7117,37,2,5,0,2016,0,0,6,31,1,2,3,4,5,6,0
6996,68,1,5,0,2011,1,1,6,32,1,2,3,4,5,6,0
1799,21,2,2,2,2021,0,0,6,42,1,2,3,4,5,6,0
9076,52,0,3,3,2010,0,1,6,37,1,2,3,4,5,6,0
6301,69,2,0,5,2018,1,0,6,33,1,2,3,4,5,6,0
4772,42,0,6,1,2015,3,1,6,34,1,2,3,4,5,6,0
2097,18,0,0,5,2018,2,1,6,36,1,2,3,4,5,6,0
2815,64,0,0,5,2020,1,1,6,42,1,2,3,4,5,6,0
5903,29,2,5,0,2010,1,0,6,36,1,2,3,4,5,6,0
6565,18,2,2,2,2021,1,1,6,29,1,2,3,4,5,6,0
6920,72,0,2,2,2015,3,1,6,38,1,2,3,4,5,6,0
2108,42,0,2,2,2014,2,1,6,39,1,2,3,4,5,6,0
3692,85,2,0,5,2021,2,1,6,45,1,2,3,4,5,6,0
5274,38,1,6,1,2019,1,1,6,30,1,2,3,4,5,6,0
8509,77,1,2,2,2017,2,0,6,36,1,2,3,4,5,6,0
3749,35,1,5,0,2016,2,0,6,30,1,2,3,4,5,6,0
1158,41,2,1,4,2018,2,1,6,42,1,2,3,4,5,6,0
5169,38,0,0,5,2015,1,0,6,27,1,2,3,4,5,6,0
8281,55,2,4,6,2021,2,0,6,32,1,2,3,4,5,6,0
8500,22,2,5,0,2013,1,0,6,36,1,2,3,4,5,6,0
6740,29,2,1,4,2016,3,0,6,39,1,2,3,4,5,6,0
2212,64,1,4,6,2012,3,0,6,33,1,2,3,4,5,6,0
4336,67,1,2,2,2017,1,1,6,30,1,2,3,4,5,6,0
2206,52,0,4,6,2013,0,0,6,38,1,2,3,4,5,6,0
1609,46,2,4,6,2016,3,0,6,38,1,2,3,4,5,6,0
5633,71,2,0,5,2011,1,1,6,37,1,2,3,4,5,6,0
9576,37,1,0,5,2012,3,1,6,27,1,2,3,4,5,6,0
8819,47,0,2,2,2019,0,0,6,33,1,2,3,4,5,6,0
8478,43,2,4,6,2020,1,0,6,30,1,2,3,4,5,6,0
7319,70,2,6,1,2019,2,1,6,45,1,2,3,4,5,6,0
6570,53,2,5,0,2021,1,1,6,36,1,2,3,4,5,6,0
8044,26,0,1,4,2022,0,0,6,27,1,2,3,4,5,6,0
2525,59,1,0,5,2011,2,0,6,32,1,2,3,4,5,6,0
2735,61,2,6,1,2019,3,1,6,30,1,2,3,4,5,6,0
7978,57,0,0,5,2015,3,0,6,39,1,2,3,4,5,6,0
6764,83,2,2,2,2014,0,1,6,31,1,2,3,4,5,6,0
5394,63,0,3,3,2013,2,0,6,31,1,2,3,4,5,6,0
9083,51,0,3,3,2019,0,0,6,38,1,2,3,4,5,6,0
7419,77,2,6,1,2015,2,0,6,36,1,2,3,4,5,6,0
7095,44,1,4,6,2012,2,1,6,36,1,2,3,4,5,6,0
6515,51,2,1,4,2010,3,1,6,33,1,2,3,4,5,6,0
9245,23,2,1,4,2014,0,1,6,31,1,2,3,4,5,6,0
9778,23,1,4,6,2016,2,1,6,41,1,2,3,4,5,6,0
7780,18,0,1,4,2017,1,0,6,33,1,2,3,4,5,6,0
8700,36,0,6,1,2020,3,0,6,38,1,2,3,4,5,6,0
4385,67,0,2,2,2018,3,0,6,35,1,2,3,4,5,6,0
5645,56,2,5,0,2015,1,1,6,37,1,2,3,4,5,6,0
8411,47,1,3,3,2019,1,1,6,36,1,2,3,4,5,6,0
5125,41,0,5,0,2017,1,1,6,37,1,2,3,4,5,6,0
4673,67,1,4,6,2017,1,1,6,30,1,2,3,4,5,6,0
9590,20,1,3,3,2015,3,1,6,30,1,2,3,4,5,6,0
2503,70,1,5,0,2011,3,1,6,36,1,2,3,4,5,6,0
2845,19,2,6,1,2020,3,1,6,34,1,2,3,4,5,6,0
2835,46,0,2,2,2020,1,1,6,35,1,2,3,4,5,6,0
7997,64,1,0,5,2014,2,0,6,36,1,2,3,4,5,6,0
6044,55,2,1,4,2017,2,0,6,39,1,2,3,4,5,6,0
1591,70,0,3,3,2021,1,1,6,34,1,2,3,4,5,6,0
1526,53,2,2,2,2014,1,0,6,33,1,2,3,4,5,6,0
7886,81,0,4,6,2019,3,0,6,33,1,2,3,4,5,6,0
4279,53,1,1,4,2020,0,1,6,33,1,2,3,4,5,6,0
9163,63,0,6,1,2018,3,1,6,35,1,2,3,4,5,6,0
7511,29,2,5,0,2012,3,1,6,31,1,2,3,4,5,6,0
6685,84,0,6,1,2020,2,0,6,37,1,2,3,4,5,6,0
9536,77,1,3,3,2010,2,0,6,41,1,2,3,4,5,6,0
9572,77,0,2,2,2021,3,0,6,29,1,2,3,4,5,6,0
1590,46,0,6,1,2022,2,0,6,31,1,2,3,4,5,6,0
3214,18,2,0,5,2020,3,0,6,34,1,2,3,4,5,6,0
6762,27,2,2,2,2017,3,0,6,38,1,2,3,4,5,6,0
4558,66,1,2,2,2022,0,0,6,34,1,2,3,4,5,6,0
6038,35,1,3,3,2016,3,0,6,30,1,2,3,4,5,6,0
8687,57,1,5,0,2015,1,0,6,36,1,2,3,4,5,6,0
1759,63,1,2,2,2015,2,1,6,31,1,2,3,4,5,6,0
5606,32,1,6,1,2010,2,0,6,42,1,2,3,4,5,6,0
8241,45,0,1,4,2017,0,1,6,34,1,2,3,4,5,6,0
3945,33,0,5,0,2013,3,0,6,34,1,2,3,4,5,6,0
2165,54,1,1,4,2016,1,0,6,22,1,2,3,4,5,6,0
5830,51,1,2,2,2017,2,0,6,33,1,2,3,4,5,6,0
1716,52,1,1,4,2020,3,0,6,34,1,2,3,4,5,6,0
3427,79,0,1,4,2020,2,0,6,43,1,2,3,4,5,6,0
4131,68,2,0,5,2017,1,0,6,39,1,2,3,4,5,6,0
5394,78,1,0,5,2018,3,1,6,28,1,2,3,4,5,6,0
1456,38,1,4,6,2018,1,1,6,38,1,2,3,4,5,6,0
8086,37,0,1,4,2012,0,0,6,34,1,2,3,4,5,6,0
2056,82,2,2,2,2016,2,0,6,35,1,2,3,4,5,6,0
2323,48,1,0,5,2013,3,0,6,38,1,2,3,4,5,6,0
9745,50,0,5,0,2021,1,0,6,32,1,2,3,4,5,6,0
8584,49,1,3,3,2011,0,0,6,37,1,2,3,4,5,6,0
2520,36,1,3,3,2013,3,1,6,31,1,2,3,4,5,6,0
3004,27,0,2,2,2018,2,1,6,44,1,2,3,4,5,6,0
8646,18,0,1,4,2012,0,1,6,32,1,2,3,4,5,6,0
1595,65,2,4,6,2011,1,1,6,30,1,2,3,4,5,6,0
2597,78,1,4,6,2015,0,1,6,40,1,2,3,4,5,6,0
2825,66,2,2,2,2019,0,1,6,29,1,2,3,4,5,6,0
3852,35,0,3,3,2020,3,0,6,29,1,2,3,4,5,6,0
4177,41,1,2,2,2020,2,0,6,37,1,2,3,4,5,6,0
8543,59,0,2,2,2019,1,1,6,35,1,2,3,4,5,6,0
8486,34,0,5,0,2010,0,1,6,32,1,2,3,4,5,6,0
1649,62,0,1,4,2013,3,1,6,35,1,2,3,4,5,6,0
4271,66,2,4,6,2014,3,0,6,34,1,2,3,4,5,6,0
7354,84,2,1,4,2016,3,0,6,33,1,2,3,4,5,6,0
2321,35,2,2,2,2022,0,1,6,27,1,2,3,4,5,6,0
1527,49,1,0,5,2011,2,1,6,30,1,2,3,4,5,6,0
6621,82,2,1,4,2021,0,0,6,33,1,2,3,4,5,6,0
7156,33,0,2,2,2020,1,0,6,31,1,2,3,4,5,6,0
6850,21,0,0,5,2015,0,1,6,27,1,2,3,4,5,6,0
3181,48,0,2,2,2015,2,0,6,38,1,2,3,4,5,6,0
5381,41,2,0,5,2020,1,1,6,33,1,2,3,4,5,6,0
6127,70,1,3,3,2011,1,0,6,33,1,2,3,4,5,6,0
9620,71,0,3,3,2018,0,0,6,35,1,2,3,4,5,6,0
1093,46,1,1,4,2013,1,1,6,36,1,2,3,4,5,6,0
5821,18,0,1,4,2021,3,0,6,38,1,2,3,4,5,6,0
4211,55,1,2,2,2012,3,0,6,42,1,2,3,4,5,6,0
9140,31,0,0,5,2016,0,0,6,36,1,2,3,4,5,6,0
4312,28,1,4,6,2016,1,0,6,33,1,2,3,4,5,6,0
5707,82,2,1,4,2019,3,1,6,32,1,2,3,4,5,6,0
8354,25,2,3,3,2013,1,0,6,38,1,2,3,4,5,6,0
2905,20,0,0,5,2017,1,0,6,40,1,2,3,4,5,6,0
3779,36,1,1,4,2011,2,0,6,38,1,2,3,4,5,6,0
4853,47,0,1,4,2019,2,0,6,25,1,2,3,4,5,6,0
4979,49,0,4,6,2016,3,1,6,38,1,2,3,4,5,6,0
4087,23,2,1,4,2019,0,1,6,31,1,2,3,4,5,6,0
4790,41,2,6,1,2020,0,0,6,40,1,2,3,4,5,6,0
6127,35,0,3,3,2015,3,0,6,26,1,2,3,4,5,6,0
6878,68,2,3,3,2019,2,0,6,44,1,2,3,4,5,6,0
1902,78,1,2,2,2011,0,0,6,37,1,2,3,4,5,6,0
9310,65,1,1,4,2018,0,0,6,35,1,2,3,4,5,6,0
1005,35,2,1,4,2021,2,0,6,36,1,2,3,4,5,6,0
9560,32,2,0,5,2014,1,0,6,42,1,2,3,4,5,6,0
7755,80,0,2,2,2019,1,0,6,37,1,2,3,4,5,6,0
1436,77,0,3,3,2013,0,1,6,33,1,2,3,4,5,6,0
6328,47,1,2,2,2019,0,0,6,39,1,2,3,4,5,6,0
6372,38,1,0,5,2022,2,0,6,38,1,2,3,4,5,6,0
5558,25,2,3,3,2016,0,0,6,46,1,2,3,4,5,6,0
6547,78,0,4,6,2021,1,0,6,41,1,2,3,4,5,6,0
7635,64,2,2,2,2021,0,0,6,35,1,2,3,4,5,6,0
1763,70,2,3,3,2012,2,0,6,30,1,2,3,4,5,6,0
2467,71,1,3,3,2016,3,1,6,36,1,2,3,4,5,6,0
2128,47,1,6,1,2014,3,0,6,31,1,2,3,4,5,6,0
3148,55,2,4,6,2014,1,0,6,32,1,2,3,4,5,6,0
2332,67,2,4,6,2018,1,0,6,33,1,2,3,4,5,6,0
3845,82,0,6,1,2021,1,0,6,31,1,2,3,4,5,6,0
9207,77,0,1,4,2016,0,0,6,34,1,2,3,4,5,6,0
5204,42,2,4,6,2014,0,1,6,34,1,2,3,4,5,6,0
6736,44,0,3,3,2012,3,0,6,36,1,2,3,4,5,6,0
8698,55,2,4,6,2010,3,0,6,34,1,2,3,4,5,6,0
4582,23,1,0,5,2014,1,1,6,39,1,2,3,4,5,6,0
1925,64,1,1,4,2022,3,0,6,33,1,2,3,4,5,6,0
5600,48,0,2,2,2013,0,0,6,33,1,2,3,4,5,6,0
1207,43,0,4,6,2012,1,0,6,35,1,2,3,4,5,6,0
8033,55,0,2,2,2013,1,1,6,37,1,2,3,4,5,6,0
8655,67,2,6,1,2018,0,0,6,35,1,2,3,4,5,6,0
7603,61,0,4,6,2010,2,0,6,31,1,2,3,4,5,6,0
1598,23,2,6,1,2022,1,0,6,35,1,2,3,4,5,6,0
6887,49,0,3,3,2020,0,0,6,37,1,2,3,4,5,6,0
5573,79,2,5,0,2015,3,0,6,35,1,2,3,4,5,6,0
7033,52,0,0,5,2021,1,0,6,38,1,2,3,4,5,6,0
8222,41,1,6,1,2017,0,1,6,32,1,2,3,4,5,6,0
8880,82,2,0,5,2013,3,1,6,36,1,2,3,4,5,6,0
9053,27,1,3,3,2017,3,0,6,40,1,2,3,4,5,6,0
8923,44,2,2,2,2011,2,0,6,31,1,2,3,4,5,6,0
1072,50,2,0,5,2020,3,1,6,34,1,2,3,4,5,6,0
9636,21,2,0,5,2018,2,1,6,33,1,2,3,4,5,6,0
8006,68,0,4,6,2020,2,1,6,42,1,2,3,4,5,6,0
1449,74,2,0,5,2018,3,0,6,31,1,2,3,4,5,6,0
7071,67,2,2,2,2013,0,0,6,31,1,2,3,4,5,6,0
8143,34,2,3,3,2014,3,0,6,35,1,2,3,4,5,6,0
5828,52,0,4,6,2021,2,0,6,33,1,2,3,4,5,6,0
2136,73,0,0,5,2015,0,0,6,37,1,2,3,4,5,6,0
8878,62,2,5,0,2012,0,0,6,32,1,2,3,4,5,6,0
3783,46,0,2,2,2017,3,0,6,31,1,2,3,4,5,6,0
8107,72,1,2,2,2010,1,1,6,33,1,2,3,4,5,6,0
3016,66,0,3,3,2022,0,0,6,33,1,2,3,4,5,6,0
1427,23,1,5,0,2017,2,0,6,36,1,2,3,4,5,6,0
6250,75,0,6,1,2019,1,0,6,42,1,2,3,4,5,6,0
5084,35,2,4,6,2018,0,0,6,40,1,2,3,4,5,6,0
9790,69,2,0,5,2018,0,0,6,24,1,2,3,4,5,6,0
6638,28,1,3,3,2022,1,1,6,38,1,2,3,4,5,6,0
3122,51,2,3,3,2019,0,0,6,34,1,2,3,4,5,6,0
